(“ ARISTON NAVIGATION CORP. “,,,0,2,2 Filellinon Str. & Akti Miaouli,1,18535,1,2104293250,2104293251-4,0,2104293504,0,gen@aristonav.gr,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ ARKAS INTERNATIONAL S.A. “,,,0,2,PIRAEUS 185 35,1,0,1,2104599460,0,0,2104599463,0,arkas@arkasint.gr,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ ARMADA MARINE SERVICES LTD. “,,,0,2,ATHENS,1,0,1,2109233727,2109234489,0,2109235724,0,0,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ ARROW SHIPMANAGEMENT S.A. “,,,0,2,PIRAEUS,1,0,1,2104120270,2104120290,0,2104120233,0,usman@otenet.gr,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ VALIANT SHIPPING S.A. “,,,0,2,114 Vouliagmenis Ave.,1,16674,1,2109605840,0,6949983170,2109605845,0,valiant@hol.gr,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ ASP SHIP MANAGEMENT PTY LTD. “,,,0,2,Melbourne Vin 3005,22,0,22,+61 392119311,0,0,+61 392119351,0,mpatman@aspships.com,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ ASTRON MARITIME CO. “,,,0,2,PIRAEUS 185 35,1,18535,1,2104293564,0,0,2104293713,0,astron@astronship.gr,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ ATHENIAN SEA CARRIERS LTD. “,,,0,2,10-12 Kifissias Ave.,1,0,1,2106834875,0,0,2106847248,2106834416,adc-office@atheniangroup.com,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ ATHINAIS COMPANIA MARITIMA S.A. PANAMA “,,,0,2,ATHENS,1,0,1,2106197430,2106197431,0,2106197432,0,athinais@softway.gr,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ ATHOS MARITIME S.A. “,,,0,2,47-49 Bouboulinas Str.,1,0,1,2104114811,0,0,2104226651,0,0,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ ATLANTIC BULK CARRIERS MANAGEMENT LTD. “,,,0,2,41 Akti Miaouli,1,0,1,2104292070,2104292071-8,0,2104292236,0,atlanticbulk@altanticbulk.gr,engineering@atlanticbulk.gr,0,1,0,0,0,CUSTOMER,test12,"),"
(“ ATLANTIS MANAGEMENT INC. “,,,0,2,7 Platia Mitropoleos,1,0,1,2104284600,2104284601-5,0,2104284606,0,atlagr@otenet.gr,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ ATWOOD OCEANICS INC. “,,,0,2,HOUSTON,23,0,23,+1 7134922929,0,0,0,0,0,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ AUSTAL SHIPS “,,,0,2,LONDON,4,0,4,+44 442089474998,0,0,+44 448452801838,0,0,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ AVIN LINERS COMPANY S.A. (ONLY MANAGING COMPANY) “,,,0,2,12A Irodou Attikou Str.,1,0,1,2108093250,0,0,2108093270,0,avin@avin.gr,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ AVRA SHIPPING MANAGEMENT S.A. “,,,0,2,PIRAEUS,1,0,1,2104185001,2104185002-3,0,2104183714,0,abramidi@otenet.gr,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ BARBER SHIP MANAGEMENT (UAE) LTD. “,,,0,2,7 Canton Road,14,0,14,+971 4529555,0,0,+971 4515469,0,0,0,0,1,0,0,World Shipping Center,CUSTOMER,test12,"),"
(“ BARCLAY SHIPPING LTD. “,,,0,2,Piraeus,1,0,1,2104281936,2104281937-9,0,2104184235,0,barclay@hol.gr,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ BARIBA CORP. “,,,0,2,MAROUSI,0,151 25,0,2106896720,0,0,2106896729,0,bariba@bariba.gr,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ BERGESEN D.Y.AS. “,,,0,2,OSLO N - 0205,21,0,21,+47 22120505,0,0,+47 22120500,0,bergesen@bergesen.no,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ BIAMAX S.A. “,,,0,2,ATHENS,1,0,1,2105912102,0,0,2105911147,0,0,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ BP HELLAS S.A. “,,,0,2,ATHENS 151 25,1,15125,1,2106887111,0,0,2106865522,0,0,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ BRAVE MARITIME CORPORATION INC “,,,0,2,ATHENS 145 81,1,14581,1,2106250001,0,0,2106250018,0,maritime@brave.gr,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ BRIDGESTON SHIPPING LTD “,,,0,2,LIMASSOL 3052,2,0,2,+357 25560393,0,0,+357 25560387,0,briston@spidernet.com.cy,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ BYZANTINE MARITIME CORP. “,,,0,2,Piraeus,1,0,1,2106281100,0,0,2106281127,0,bmc@otenet.gr,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ CAPE SHIPPING S.A. “,,,0,2,23A Vas. Sofias Ave.,1,18536,1,2107271000,0,0,2107250278,0,mail@cape.gr,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ CAPITAL MANAGEMENT SERVICES S.A. “,,,0,2,2 Third Septemvriou Str.,1,0,1,2105220280,2105220280,0,2105220132,0,capitalman@ath.forthnet.gr,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ CAPITAL SHIP MANAGEMENT CORP. “,,,0,2,3 Iassonos Str.,1,18536,1,2104584900,0,0,2104285679,0,capital@capitalship.gr,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ KARABELAS AL. COSTAS “,,,0,2,PIRAEUS,1,0,1,2104291412,2104291252,0,2104291403,0,kkarab@tee.gr,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ CARDIFF MARINE INC. “,,,0,2,80 Kifissias Ave.,1,15125,1,2108090300,0,0,2108090305,0,cardiff@hol.gr,0,0,1,0,0,Omega Bldg.,CUSTOMER,test12,"),"
(“ CARRAS (HELLAS) S.A. “,,,0,2,Piraeus 185 36,1,18536,1,2104587000,0,0,2104587001,0,mail@carras.gr,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ CENTROFIN MANAGEMENT INC  “,,,0,2,10 Diadochou Pavlou Str.,1,16675,1,2108926000,0,0,2108983231,0,centrofin@centrofin.gr,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ CERES HELLENIC SHIPPING ENTERPRISES LTD “,,,0,2,PIRAEUS 185 37,1,18537,1,2104591000,0,0,2104283552,0,chse@ceres.gr,aagadi@ceres.gr,klignou@cereslng.com,1,0,,0,CUSTOMER,test12,"),"
(“ CHALKIS SHIPYARDS A.E. “,,,0,2,EVIA 34100,1,0,1,2221030376,0,0,2221030374,0,repairsdpt@chalkis-shipyards.gr,0,0,1,0,,Πειραιάς 18535 (3ος όροφος)-OFFICE,CUSTOMER,test12,"),"
(“ CHANTIERS ET ATELIERS DU MAROC (CAM) “,,,0,2, Boulevard des Almohades,1,0,1,(2) 319030,0,0,(2) 317019,0,0,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ CHARTWORLD SHIPPING CORPORATION “,,,0,2,2 Zissimopoulou Str. & Possidonos Ave.,1,16674,1,2108912000,0,0,2108912049,2108912050,mail@chartworld.gr,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ CHIAN SPIRIT MARITIME ENTERPR.INC.  “,,,0,2,PIRAEUS,1,0,1,2104294777,0,0,2104599099,0,chianspirit@ath.forthnet.gr,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ CHIOS NAVIGATION (HELLAS) LTD “,,,0,2,Piraeus,1,0,1,2104283033,0,0,2104281196,0,navchios@otenet.gr,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ CHRONOS SHIPPING CO.LTD. “,,,0,2,PIRAEUS,1,0,1,2104292230,2104292189,0,2104292065,0,chronos-ship@otenet.gr,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ CIVIL & MARINE LTD. “,,,0,2,SOUTHAMPTON ENG.,4,0,4,+44 2380828200,0,0,+44 2380828248,0,0,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ CLEOPATRA SHIPPING AGENCY LTD. “,,,0,2,PIRAEUS,1,0,1,2104280164,2104280165,0,2104280166,0,cleoship@cleoship.gr,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ CLIO NAVIGATION CORP. “,,,0,2,PIRAEUS,1,0,1,2104532900,2104287163,0,2104534261,0,0,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ COLUMBIA SHIPMANAGEMENT LTD. “,,,0,2,LIMASSOL,2,0,2,+357 25320900,+357 25843100,0,+357 25320325,0,shipmanagement@csmcy.com,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ COMBINE MARINE INC. (AS AGENTS) “,,,0,2,ATHENS,1,0,1,2.11E+016,0,0,2106106748,0,combine@combine.gr,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ COMPASS UNITED MARITIME LTD. “,,,0,2,ATHENS,1,0,1,2106930279,0,0,2106984977,0,compass@fnet.gr,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ CONSOLIDATED MARINE MANAGEMENT INC. “,,,0,2,PIRAEUS,1,0,1,2104595231,0,0,2104287334,0,cmm@cmm.gr,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ COOL SHIP SUPPLIES S.A. “,,,0,2,PIRAEUS,1,0,1,2104611600,0,0,2104611233,0,cool_supplies@ath.forthnet.gr,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ CORITHIAN MARITIME S.A. “,,,0,2,ATHENS 166 73,1,16673,1,2108995739,0,0,2108995743,0,0,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ CORNER SHIPPING CO. LTD. “,,,0,2,PIRAEUS,1,0,1,2104130300,0,0,2104130924,0,info@corner-shipping.gr,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ COSMOS MARINE MANAGEMENT S.A. “,,,0,2,ATHENS,1,0,1,2109409770,0,0,2109409771,0,cosmic@otenet.gr,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ COSMOSHIP MANAGEMENT S.A. “,,,0,2,34 Leosthenous Str.,1,0,1,2104522914,0,0,2104522233,0,cosmosh@hol.gr,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ CYPRUS MARITIME CO.LTD “,,,0,2,3 Mousson Str.,1,0,1,2108007500,2108007538,0,2108007551,2108007552,cyprus@softway.gr,cmc@netone.gr,0,1,0,0,0,CUSTOMER,test12,"),"
(“ DALNAVE NAVIGATION INC. “,,,0,2,188 El. Venizelou Ave.,1,0,1,2109573733,2109573734-36,0,2109533455,0,dalnave@dalnave.com,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ DANAOS MANAGEMENT CONSULTANTS LTD. “,,,0,2,Piraeus,1,0,1,2104196600,0,0,2104112340,0,contact@danaos.gr,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ DEALMAR SHIPPING CO.LTD. “,,,0,2,386 Marias Kiouri Str.,1,0,1,2104015550,0,0,2104015529,0,info@dsm.gr,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ DELFI S.A. “,,,0,2,6-8 Etolikou Str.,1,18536,1,2104588100,0,0,2104588200,0,info@delfisa.gr,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ DIAMLEMOS SHIPPING CORP.LIBERIA “,,,0,2,4-6 Filellinon Str.,1,18536,1,2104294700,2104294424,0,2104294888,0,dlsc@diamlemos.com,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ DND MANAGEMENT INC “,,,0,2,ATHENS 166 74,1,16674,1,2108985105,0,0,2108985106,0,flit@dndmanagement.gr,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ DOCKENDALE SHIPPING CO. LTD. “,,,0,2,NASSAU,25,0,25,+1 8093250448,+1 8093250449,0,+1 8093281542,0,dockship@bahamas.net.bs,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ DOIL STEAMSHIP LTD “,,,0,2,PIRAEUS,1,0,1,2104284014,2104284015-7,0,2104529004,0,astavridia@hotmail.com,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ DOMUS INC. “,,,0,2,ATHENS 166 73,1,16673,1,2108951281,0,0,2108992021,0,0,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ DORIAN (HELLAS) S.A. “,,,0,2,102-104 Kolokotroni Str.,1,0,1,2104224788,0,0,2104224755,0,office@dorian-hellas.gr,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ DYNACOM TANKERS MANAGEMENT LTD. “,,,0,2,"94 Vas. Georgiou B. & 2, Nikis Str.",32,16675,1,2108917950,0,0,2108981878,0,secretaries@dynacomtm.com,spares@dynacomtm.com,0,1,0,,0,CUSTOMER,test12,"),"
(“ EASTERN MEDITERRANEAN MARITIME LTD. (AS MANAGERS) “,,,0,2,85 Vouliagmenis Ave.,1,16674,1,2109699700,0,0,2109604430,2109604431,ops@eastmed.gr,tech-tanker@eastmed.gr,0,1,0,0,0,CUSTOMER,test12,"),"
(“ EFNAV CO.LTD. “,,,0,2,2-4 Alex. Papanastassiou Str.,1,0,1,2104122670,2104294971,0,2104122676,0,mail@efnav.gr,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ EKO-ELDA ABEE “,,,0,2,ATHENS,1,0,1,2107705401,2107705406,0,2107705847,0,eko@eko.gr,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ ELDRIMA MARITIME ENTERPRISES S.A. “,,,0,2,57 Akti Miaouli,1,18535,1,2104294352,0,0,2104295030,0,mail@eldrima.com,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ ELLINIKA PETRELAIA A.E. “,,,0,2,ELEFSIS,1,0,1,2105542401,0,0,2105548509,0,0,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ ELMAR SHIPPING CO.S.A. “,,,0,2,32 Voukourestiou Str.,1,10671,1,2103608211,0,0,2103623873,0,elmar@elmar.gr,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ ELMIRA SHIPPING & TRADING S.A. “,,,0,2,7 Fragoklissias Str.,1,15232,1,2106800929,0,0,2106800927,21068000928,elmira@elmira.gr,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ ELOUNDA SHIPPING S.A. PANAMA “,,,0,2,PIRAEUS 185 35,1,18535,1,2104293318,2104293415,0,2104293631,0,0,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ EMPROS LINES SHIPPING CO.SP.S.A. “,,,0,2,2 Parnassou & Kifissias Ave.,1,15124,1,2108125500,2108125506,0,2108125580,0,empros@emprosline.com,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ ENDEAVOR SHIPPING CO. S.A. “,,,0,2,ATHENS 183 44,1,18344,1,2109407310,0,0,2109403556,0,endeavor@otenet.gr,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ ENESEL S.A. “,,,0,2,23A Vas. Sofias Ave.,1,10674,1,2107260500,0,0,2107260550,0,enesel@eneselsa.com,0,0,1,0,0,web site: www.eneselsa.com,CUSTOMER,test12,"),"
(“ ENTERPRISES SHIPPING & TRADING S.A. “,,,0,2,11 Possidonos Ave.,1,0,1,2108910111,0,0,2108945716,2108945913,operation@ensh.com,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ ENTRUST MARITIME CO.LTD “,,,0,2,367 Sygrou Ave.,1,17564,1,2109408920,2109408921,2109408922,2109408564,2109408518,marine@entrust.gr,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ EOLOS SHIPMANAGEMENT S.A. “,,,0,2,128 Vouliagmenis Ave.,1,16674,1,2109605001,0,0,2109697442,0,info@eolos.gr,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ ERMIS MARITIME CORP. “,,,0,2,2 Falireos & E.Makariou Strs,1,18547,1,2104857400,2104857500,0,2104857480,2104857485,ermis@ermismar.gr,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ EUROBULK LTD “,,,0,2,40 Agiou Konstantinou Str.,1,15154,1,2111804000,0,0,2111804097,0,eurobulk@euroltd.gr,0,0,3,0,0,0,CUSTOMER,XANDRINOS,"),"
(“ EUROCARRIERS S.A. “,,,0,2,102-104 Vas. Pavlou Str.,1,16673,1,2108914400,0,0,2108995085,0,ecarriers@otenet.gr,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ EUROPEAN NAVIGATION INC. “,,,0,2,2 Artemissiou Str. & Fleming Sq.,1,16675,1,2108981581,0,0,2108946777,2108981588,european@enitank.com,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ EUROPEAN PRODUCT CARRIERS “,,,0,2,2 Artemissiou Str.,31,0,31,2108981810,0,0,2108940085,0,european@epctank.com,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ EUROTANKERS INC. “,,,0,2,PIRAEUS 185 35,1,18535,1,2104292550,2104292551-3,0,2104292554,0,tankers@otenet.gr,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ EUROTRUST HOLDINGS SA “,,,0,2,PIRAEUS,1,0,1,2104220227,2104220228-38,0,2104222541,0,0,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ EVALEND SHIPPING CO. S.A. “,,,0,2,21 Filellinon & Souri Strs,1,10557,1,2103318019,0,0,2103318028,0,evalend@softway.gr,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ EVRIPOS SHIPMANAGEMENT INC “,,,0,2,13 Vouliagmenis Avenue,1,16673,1,2109689800,,0,2108992560,,info@evrip-sm.com,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ FAIRLOAD SHIPPING CO.LTD. “,,,0,2,PIRAEUS,1,0,1,2104225373,0,0,2104225376,0,0,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ FAIRPORT SHIPPING LTD “,,,0,2,PIRAEUS,1,0,1,2104523126,2104518949,0,2104511148,0,info@fairport.gr,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ FAIRSKY SHIPPING AND TRADING S.A. “,,,0,2,40 Athinon Ave.,1,0,1,2105912302,0,6972200396,2105989214,0,fairsky@fairsky.gr,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ FRANCO COMPANIA NAVIERA “,,,0,2,225-227 Kifissias Ave.,1,0,1,2108761000,0,0,2108761000,0,franco@franco.gr,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ FRANSER SHIPPING S.A. “,,,0,2,PIRAEUS,1,0,1,2104280560,2104280561-3,0,2104538622,0,0,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ FREE BULKERS S.A. “,,,0,2,89 Akti Miaouli,1,0,1,2104528770,0,0,2104291010,0,info@freebulkers.com,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ GAC SHIPPING S.A. “,,,0,2,3 K. Paleologou Str.,1,0,1,2104140600,,0,2104537611,0,greece@gacworld.com,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ GALATIA SHIPPING CO.S.A. “,,,0,2,15-17 Hatzikyriakou Ave.,1,0,1,2104183840,2104516132,0,2104515273,0,galatia@otenet.gr,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ GENERAL MARITIME MANAGEMENT (HELLAS) LTD. “,,,0,2,PIRAEUS,1,0,1,2104292332,210-4293400,0,2104292431,0,generalmaritime@gmmhellas.gr,accounting@generalmaritime.gr,0,1,0,,0,CUSTOMER,test12,"),"
(“ GOLDEN CARGO LTD. “,,,0,3,PIRAEUS,1,0,1,2104329900,2104610900,210-4061100,2104611678,0,infgco@gco.goldencargo.gr,babili@goldencourier.gr,papaioannou@gco.goldenunion.gr,1,0,,0,SHIPPER,test12,"),"
(“ GOLDEN FLAME SHIPPING S.A. “,,,0,2,22 Kifissias Ave.,1,0,1,2106829990,0,0,2106829997,0,gfshipping@gfshipping.com,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ GOLDEN UNION SHIPPING CO S.A. “,,,0,2,PIRAEUS,1,0,1,2104061000,0,0,2104061199,0,infgusc@goldenunion.gr,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ GOLDENPORT SHIPMANAGEMENT LTD. “,,,0,2,ATHENS,1,0,1,2108910500,0,0,2109670311,0,contact@goldenport.gr,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ GOOD FAITH SHIPPING CO.S.A. “,,,0,2,47-49 Bouboulinas Str.,1,0,1,2104114811,2104120020-39-57,2104114811,2104226651,0,goodfaith@goodfaith.gr,0,0,1,0,,0,CUSTOMER,test12,"),"
(“ GOUMAS J.C. (SHIPPING) CO. S.A. “,,,0,2,331 Kifissias Ave.,1,14561,1,2106240400,0,0,2106240490,0,mail@equinoxmaritime.com,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ GOURDOMICHALIS MARITIME S.A. “,,,0,2,93 Akti Miaouli,1,0,1,2104290880,0,0,2104290889,0,kavo@gmsa.gr,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ GRECOMAR SHIPPING AGENCY LTD. “,,,0,2,3 Xanthou Str.,1,16674,1,2108986160,2108986161,0,2108986162,0,grecomar@hol.gr,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ GULF MARINE MANAGEMENT S.A. “,,,0,2,Athens,1,0,1,2106169300,0,0,2106169377,0,tankers@gulf.gr,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ HALCOUSSIS Z. & G.CO.LTD. “,,,0,2,5 Akti Miaouli,1,0,1,2104225060,2104225061-5,0,2104222066,0,halcoussis@halcoussis.gr,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ HARBOUR SHIPPING CO. LTD. “,,,0,2,LIMASSOL,2,0,2,+357 5347613,+357 5347748,0,+357 5347882,0,0,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ HELLESPORT MARITIME ENTERPRISES S.A. “,,,0,2,PIRAEUS 185 35,1,18535,1,2104283933,0,0,2104282818,0,managers@hellespont.com,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ HIND MARITIME ENTERPRISES S.A. “,,,0,2,PIRAEUS 185 37,1,18537,1,2104185091,2104185092-3,0,2104185094,0,hind@ath.forthnet.gr,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ IASON HELLENIC SHIPPING CO.LTD “,,,0,2,56 Kifissias Ave.,1,15125,1,2106105903,0,0,2106105894,0,operations@iasontrans.gr,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ IGNAZIO ZICHITTELLA SAS “,,,0,2,MARSALA,8,0,8,+39 923951050,+39 923714000,0,+39 923956833,0,0,0,0,3,0,0,0,CUSTOMER,XANDRINOS,"),"
(“ IKAROS SHIPPING & BROKERAGE CO.LTD. “,,,0,2,24 Botsari Str.,1,18535,1,2104181941,2104513039,0,2104532837,0,info@sbc.gr,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ INTERNATIONAL OPERATIONS S.A. “,,,0,2,30 Kapodistriou Ave.,1,15231,1,2106843703,0,0,2106841686,0,accounts-intops@ventomin.com,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ INTERUNITY MANAGEMENT CORPORATION “,,,0,2,69 Ethnikis Antistaseos Str.,1,15231,1,2106781000,0,0,2106781050,0,info@interunity.gr,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ INTESTRA CO.S.A. “,,,0,2,10-12 Kifissias Ave.,1,15125,1,2106847251,0,0,2106801394,0,info@infestra.com,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ IOLKOS HELLENIC MARITIME ENTERPRICES CO.LTD. “,,,0,2,ATHENS 145 63,1,14563,1,2106233960,2106233961-9,0,2106233970,0,iolcos@iolcos-atp.gr,0,0,0,0,0,0,CUSTOMER,0,"),"
(“ IONIA MANAGEMENT S.A. “,,,0,2,12 Laskou Str.,1,18536,,2104065000,2104283861-3,2104287726,2104065001,0,ioniaman@otenet.gr,0,0,0,0,,0,CUSTOMER,0,"),"
(“ IONIAN BRIDGE SHIPMANAGEMENT S.A. “,,,0,2,27 Afroditis Str.,1,12462,1,2105321582,2105321582,0,2105321583,0,ibridge2003@yahoo.gr,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ ISTOS MARITIMA INC. “,,,0,2,85 Akti Miaouli,1,18537,1,2104290645,0,0,2104290425,0,istosmar@otenet.gr,0,0,1,0,0,0,CUSTOMER,test12,"),"
(“ JET TANK MARITIME CO. “,,,0,2,PIRAEUS,1,0,1,2104284120,2104284121-3,0,2104282779,0,styga@otenet.gr,0,0,0,0,0,0,CUSTOMER,0,"),"
